keyword,title,price,rating,reviews,platform,delivery,delivery_days,price_missing,rating_missing,reviews_missing,delivery_days_missing
men running shoes,Boat men running shoes Model 296,10726.0,3.7,3096.0,Flipkart,Free Delivery,,False,True,False,True
men running shoes,Dell men running shoes Model 338,22398.0,4.8,541.0,Reliance Digital,5 Days,5.0,True,False,False,False
power bank fast charging,Philips power bank fast charging Model 166,43776.0,3.3,3844.0,Croma,5 Days,5.0,False,False,False,False
air fryer India,Puma air fryer India Model 883,103500.0,4.3,4194.0,Amazon,5 Days,5.0,False,False,False,False
men running shoes,Sony men running shoes Model 835,5646.0,4.2,3419.0,Amazon,5 Days,5.0,False,False,False,False
power bank fast charging,Boat power bank fast charging Model 483,26374.0,4.4,2145.0,Flipkart,2 Days,2.0,False,False,False,False
microwave oven convection,Boat microwave oven convection Model 957,23854.0,4.8,3087.0,Flipkart,5 Days,5.0,False,False,False,False
men running shoes,Puma men running shoes Model 709,22398.0,2.6,4933.0,Amazon,5 Days,5.0,True,False,False,False
power bank fast charging,Boat power bank fast charging Model 651,11700.0,4.4,1813.0,Reliance Digital,2 Days,2.0,False,False,False,False
air fryer India,HP air fryer India Model 603,46330.0,4.4,1403.0,Amazon,5 Days,5.0,False,False,False,False
air fryer India,Dell air fryer India Model 962,33577.0,2.9,991.0,Amazon,Free Delivery,,False,False,False,True
air fryer India,Puma air fryer India Model 736,24365.0,3.5,2305.0,Croma,2 Days,2.0,True,False,False,False
microwave oven convection,Boat microwave oven convection Model 128,20084.0,3.8,2575.0,Amazon,Free Delivery,,False,True,False,True
microwave oven convection,Puma microwave oven convection Model 943,18372.0,4.2,367.0,Croma,5 Days,5.0,False,False,False,False
office chair ergonomic,Nike office chair ergonomic Model 944,21252.0,3.0,3789.0,Reliance Digital,2 Days,2.0,False,False,False,False
men running shoes,Puma men running shoes Model 319,34307.0,4.1,1256.0,Flipkart,Free Delivery,,False,False,False,True
office chair ergonomic,Puma office chair ergonomic Model 984,25335.0,4.6,2494.0,Flipkart,Free Delivery,,True,False,False,True
air fryer India,Puma air fryer India Model 791,35653.0,3.6,4443.0,Reliance Digital,5 Days,5.0,False,False,False,False
men running shoes,Samsung men running shoes Model 540,17273.0,3.6,561.0,Croma,Free Delivery,,False,False,False,True
air fryer India,Boat air fryer India Model 608,10828.0,3.3,4277.0,Flipkart,5 Days,5.0,False,False,False,False
men running shoes,Boat men running shoes Model 710,46350.0,3.6,2345.0,Reliance Digital,Free Delivery,,False,False,False,True
air fryer India,Philips air fryer India Model 545,5049.0,4.4,557.0,Amazon,2 Days,2.0,False,False,False,False
power bank fast charging,LG power bank fast charging Model 952,43614.0,5.0,3948.0,Croma,2 Days,2.0,False,False,False,False
microwave oven convection,LG microwave oven convection Model 640,24180.5,3.4,2664.0,Amazon,Free Delivery,,True,False,False,True
microwave oven convection,Puma microwave oven convection Model 551,24180.5,2.7,4482.0,Amazon,5 Days,5.0,True,False,False,False
power bank fast charging,Samsung power bank fast charging Model 946,17773.0,3.6,587.0,Amazon,Free Delivery,,False,False,False,True
power bank fast charging,Boat power bank fast charging Model 239,4103.0,4.7,4335.0,Amazon,2 Days,2.0,False,False,False,False
air fryer India,HP air fryer India Model 541,44752.0,4.6,3692.0,Reliance Digital,2 Days,2.0,False,False,False,False
men running shoes,Boat men running shoes Model 227 !!!,380730.0,2.9,1574.0,Croma,2 Days,2.0,False,False,False,False
microwave oven convection,Puma microwave oven convection Model 925,32710.0,3.1,3780.0,Reliance Digital,2 Days,2.0,False,False,False,False
men running shoes,Nike men running shoes Model 773 !!!,12222.0,4.3,3755.0,Amazon,5 Days,5.0,False,False,False,False
microwave oven convection,LG microwave oven convection Model 518,24180.5,3.5,2553.0,Amazon,5 Days,5.0,True,False,False,False
men running shoes,Boat men running shoes Model 475,10153.0,2.9,3274.0,Amazon,5 Days,5.0,False,False,False,False
microwave oven convection,Puma microwave oven convection Model 774,24180.5,3.2,3544.0,Amazon,Free Delivery,,True,False,False,True
air fryer India,HP air fryer India Model 607,28433.0,3.8,2110.0,Amazon,2 Days,2.0,False,True,False,False
power bank fast charging,Sony power bank fast charging Model 131,6862.0,3.9,1670.0,Croma,5 Days,5.0,False,False,False,False
microwave oven convection,Samsung microwave oven convection Model 132,2008.0,4.8,2465.0,Croma,5 Days,5.0,False,False,False,False
men running shoes,Dell men running shoes Model 598,32326.0,4.8,3889.0,Croma,2 Days,2.0,False,False,False,False
men running shoes,Puma men running shoes Model 152,39884.0,3.0,491.0,Reliance Digital,2 Days,2.0,False,False,False,False
microwave oven convection,Dell microwave oven convection Model 270,35994.0,2.7,2870.0,Flipkart,5 Days,5.0,False,False,False,False
air fryer India,Dell air fryer India Model 786,28304.0,4.4,2261.0,Reliance Digital,2 Days,2.0,False,False,False,False
air fryer India,Samsung air fryer India Model 883,5559.0,3.8,3803.0,Croma,Free Delivery,,False,True,False,True
microwave oven convection,Boat microwave oven convection Model 754,2828.0,3.2,1712.0,Reliance Digital,5 Days,5.0,False,False,False,False
power bank fast charging,Sony power bank fast charging Model 631,35507.0,3.1,4810.0,Amazon,5 Days,5.0,False,False,False,False
microwave oven convection,LG microwave oven convection Model 213,40084.0,3.6,1704.0,Croma,Free Delivery,,False,False,False,True
office chair ergonomic,LG office chair ergonomic Model 315,39361.0,3.9,405.0,Croma,Free Delivery,,False,False,False,True
office chair ergonomic,Sony office chair ergonomic Model 904,32777.0,4.4,774.0,Croma,Free Delivery,,False,False,False,True
power bank fast charging,Sony power bank fast charging Model 298 !!!,16898.0,4.2,4324.0,Reliance Digital,Free Delivery,,False,False,False,True
office chair ergonomic,Puma office chair ergonomic Model 876,123310.0,3.3,2499.0,Flipkart,Free Delivery,,False,False,False,True
air fryer India,Puma air fryer India Model 363,28760.0,4.9,1266.0,Reliance Digital,Free Delivery,,False,False,False,True
office chair ergonomic,Sony office chair ergonomic Model 246,40731.0,4.7,4537.0,Reliance Digital,Free Delivery,,False,False,False,True
microwave oven convection,HP microwave oven convection Model 564,8799.0,3.5,4884.0,Amazon,Free Delivery,,False,False,False,True
microwave oven convection,Puma microwave oven convection Model 837,45797.0,4.4,3484.0,Amazon,5 Days,5.0,False,False,False,False
microwave oven convection,Boat microwave oven convection Model 306,16492.0,2.6,4233.0,Reliance Digital,5 Days,5.0,False,False,False,False
office chair ergonomic,Sony office chair ergonomic Model 231,19356.0,3.3,3401.0,Reliance Digital,Free Delivery,,False,False,False,True
microwave oven convection,Philips microwave oven convection Model 970,24180.5,3.6,387.0,Amazon,5 Days,5.0,True,False,False,False
microwave oven convection,LG microwave oven convection Model 208,4378.0,3.8,646.0,Amazon,2 Days,2.0,False,True,False,False
microwave oven convection,Samsung microwave oven convection Model 981,24681.0,4.6,2547.0,Flipkart,5 Days,5.0,False,False,False,False
men running shoes,HP men running shoes Model 362,43372.0,2.9,705.0,Reliance Digital,5 Days,5.0,False,False,False,False
office chair ergonomic,HP office chair ergonomic Model 442 !!!,18356.0,3.3,1514.0,Croma,5 Days,5.0,False,False,False,False
microwave oven convection,Sony microwave oven convection Model 539,25404.0,3.3,3211.0,Reliance Digital,5 Days,5.0,False,False,False,False
power bank fast charging,Puma power bank fast charging Model 689,44441.0,3.3,3789.0,Amazon,2 Days,2.0,False,False,False,False
air fryer India,Dell air fryer India Model 524 !!!,18745.0,4.4,1310.0,Flipkart,Free Delivery,,False,False,False,True
power bank fast charging,Nike power bank fast charging Model 495,45830.0,4.5,3175.0,Croma,2 Days,2.0,False,False,False,False
office chair ergonomic,HP office chair ergonomic Model 581,20763.0,3.4,4476.0,Croma,Free Delivery,,False,False,False,True
air fryer India,LG air fryer India Model 402,20591.0,4.8,3083.0,Flipkart,5 Days,5.0,False,False,False,False
power bank fast charging,LG power bank fast charging Model 599,27396.0,5.0,4919.0,Croma,2 Days,2.0,True,False,False,False
power bank fast charging,Philips power bank fast charging Model 444,46465.0,3.9,451.0,Reliance Digital,Free Delivery,,False,False,False,True
microwave oven convection,HP microwave oven convection Model 412,30081.0,3.1,1743.0,Croma,Free Delivery,,False,False,False,True
microwave oven convection,Boat microwave oven convection Model 458,24180.5,3.1,1093.0,Amazon,5 Days,5.0,True,False,False,False
men running shoes,Dell men running shoes Model 919,32059.0,4.1,692.0,Amazon,2 Days,2.0,False,False,False,False
office chair ergonomic,Philips office chair ergonomic Model 756,28361.0,3.7,159.0,Reliance Digital,Free Delivery,,False,True,False,True
men running shoes,Philips men running shoes Model 538,18724.0,3.7,4023.0,Flipkart,5 Days,5.0,False,False,False,False
microwave oven convection,HP microwave oven convection Model 932,24180.5,3.7,4405.0,Reliance Digital,5 Days,5.0,True,False,False,False
air fryer India,Sony air fryer India Model 462,24365.0,3.8,3710.0,Flipkart,2 Days,2.0,True,True,False,False
men running shoes,Samsung men running shoes Model 620,10627.0,2.6,1998.0,Amazon,2 Days,2.0,False,False,False,False
office chair ergonomic,Nike office chair ergonomic Model 625,4607.0,2.9,1964.0,Reliance Digital,5 Days,5.0,False,False,False,False
microwave oven convection,Philips microwave oven convection Model 363,545.0,4.5,3336.0,Reliance Digital,2 Days,2.0,False,False,False,False
office chair ergonomic,Samsung office chair ergonomic Model 816,25335.0,3.5,4253.0,Reliance Digital,Free Delivery,,True,False,False,True
power bank fast charging,Puma power bank fast charging Model 877,3589.0,3.1,2943.0,Amazon,2 Days,2.0,False,False,False,False
air fryer India,Nike air fryer India Model 672,24365.0,2.6,1638.0,Amazon,Free Delivery,,True,False,False,True
microwave oven convection,Boat microwave oven convection Model 689,189420.0,4.7,4390.0,Amazon,5 Days,5.0,False,False,False,False
men running shoes,Boat men running shoes Model 745,49612.0,3.7,4854.0,Amazon,Free Delivery,,False,True,False,True
microwave oven convection,Dell microwave oven convection Model 311,41787.0,3.0,4005.0,Amazon,5 Days,5.0,False,False,False,False
air fryer India,Boat air fryer India Model 698,46221.0,3.8,1104.0,Reliance Digital,2 Days,2.0,False,True,False,False
air fryer India,Sony air fryer India Model 515,9979.0,4.4,424.0,Croma,2 Days,2.0,False,False,False,False
microwave oven convection,Sony microwave oven convection Model 488,24180.5,3.1,2333.0,Amazon,Free Delivery,,True,False,False,True
men running shoes,Nike men running shoes Model 468,47880.0,3.1,3824.0,Reliance Digital,2 Days,2.0,False,False,False,False
men running shoes,Dell men running shoes Model 209,22398.0,4.0,674.0,Amazon,5 Days,5.0,True,False,False,False
men running shoes,LG men running shoes Model 853 !!!,22398.0,2.8,1611.0,Croma,5 Days,5.0,True,False,False,False
power bank fast charging,Nike power bank fast charging Model 679,26131.0,4.4,209.0,Flipkart,5 Days,5.0,False,False,False,False
microwave oven convection,Boat microwave oven convection Model 520,6468.0,4.1,4876.0,Amazon,Free Delivery,,False,False,False,True
power bank fast charging,HP power bank fast charging Model 689,46669.0,4.3,2589.0,Amazon,5 Days,5.0,False,False,False,False
microwave oven convection,LG microwave oven convection Model 441,1788.0,4.4,713.0,Flipkart,Free Delivery,,False,False,False,True
men running shoes,Sony men running shoes Model 238 !!!,12511.0,4.8,910.0,Flipkart,2 Days,2.0,False,False,False,False
air fryer India,LG air fryer India Model 409,30972.0,3.5,2526.0,Croma,5 Days,5.0,False,False,False,False
microwave oven convection,Philips microwave oven convection Model 744,12043.0,3.9,3591.0,Croma,5 Days,5.0,False,False,False,False
power bank fast charging,Puma power bank fast charging Model 707,34331.0,3.9,662.0,Amazon,5 Days,5.0,False,True,False,False
air fryer India,HP air fryer India Model 138,24365.0,4.6,1009.0,Amazon,5 Days,5.0,True,False,False,False
microwave oven convection,Samsung microwave oven convection Model 702,16855.0,3.4,1687.0,Amazon,Free Delivery,,False,False,False,True
air fryer India,Samsung air fryer India Model 320,25030.0,3.7,3449.0,Reliance Digital,Free Delivery,,False,False,False,True
men running shoes,HP men running shoes Model 115,6514.0,3.7,2024.0,Amazon,Free Delivery,,False,False,False,True
men running shoes,Boat men running shoes Model 613,37203.0,3.5,4794.0,Reliance Digital,5 Days,5.0,False,False,False,False
air fryer India,LG air fryer India Model 455,14463.0,4.6,3414.0,Reliance Digital,2 Days,2.0,False,False,False,False
microwave oven convection,Sony microwave oven convection Model 900,24180.5,3.8,2526.5,Reliance Digital,Free Delivery,,True,True,True,True
power bank fast charging,LG power bank fast charging Model 410,14986.0,3.1,2293.0,Reliance Digital,5 Days,5.0,False,False,False,False
office chair ergonomic,LG office chair ergonomic Model 901,10247.0,3.6,2696.0,Reliance Digital,2 Days,2.0,False,False,False,False
air fryer India,Sony air fryer India Model 538 !!!,24365.0,4.0,39.0,Flipkart,Free Delivery,,True,False,False,True
power bank fast charging,Philips power bank fast charging Model 534,35646.0,4.7,2485.0,Amazon,Free Delivery,,False,False,False,True
men running shoes,Philips men running shoes Model 324,24783.0,3.0,1077.0,Croma,2 Days,2.0,False,False,False,False
air fryer India,Sony air fryer India Model 915,21233.0,4.6,57.0,Croma,2 Days,2.0,False,False,False,False
office chair ergonomic,Dell office chair ergonomic Model 372,25335.0,3.6,389.0,Croma,2 Days,2.0,True,False,False,False
men running shoes,Boat men running shoes Model 178,22398.0,4.9,2712.0,Croma,Free Delivery,,True,False,False,True
power bank fast charging,HP power bank fast charging Model 937,45235.0,2.5,1819.0,Reliance Digital,2 Days,2.0,False,False,False,False
men running shoes,Nike men running shoes Model 692,6110.0,2.9,3598.0,Croma,2 Days,2.0,False,False,False,False
power bank fast charging,HP power bank fast charging Model 815,5912.0,3.6,80.0,Reliance Digital,Free Delivery,,False,False,False,True
men running shoes,Dell men running shoes Model 679,22398.0,3.5,19.0,Reliance Digital,5 Days,5.0,True,False,False,False
power bank fast charging,Sony power bank fast charging Model 101,35363.0,4.4,2354.0,Amazon,Free Delivery,,False,False,False,True
power bank fast charging,Puma power bank fast charging Model 415,8944.0,3.7,2974.0,Amazon,2 Days,2.0,False,False,False,False
air fryer India,HP air fryer India Model 947,26570.0,4.9,1076.0,Croma,2 Days,2.0,False,False,False,False
microwave oven convection,Puma microwave oven convection Model 212 !!!,12632.0,3.0,2291.0,Flipkart,Free Delivery,,False,False,False,True
office chair ergonomic,HP office chair ergonomic Model 314,40602.0,4.0,4062.0,Amazon,Free Delivery,,False,False,False,True
air fryer India,Nike air fryer India Model 150,26407.0,2.9,3910.0,Reliance Digital,Free Delivery,,False,False,False,True
men running shoes,HP men running shoes Model 129,42006.0,4.5,3287.0,Flipkart,5 Days,5.0,False,False,False,False
air fryer India,Dell air fryer India Model 363,23530.0,4.0,641.0,Flipkart,2 Days,2.0,False,False,False,False
men running shoes,Nike men running shoes Model 347 !!!,31724.0,3.1,612.0,Reliance Digital,2 Days,2.0,False,False,False,False
microwave oven convection,Philips microwave oven convection Model 280,23316.0,2.5,1090.0,Flipkart,2 Days,2.0,False,False,False,False
power bank fast charging,Samsung power bank fast charging Model 440,13597.0,3.6,4156.0,Amazon,2 Days,2.0,False,False,False,False
microwave oven convection,Philips microwave oven convection Model 635,12598.0,4.1,3062.0,Amazon,2 Days,2.0,False,False,False,False
men running shoes,Sony men running shoes Model 596,12685.0,5.0,1964.0,Flipkart,2 Days,2.0,False,False,False,False
air fryer India,LG air fryer India Model 884,3840.0,4.9,2735.0,Croma,5 Days,5.0,False,False,False,False
air fryer India,Nike air fryer India Model 458,9171.0,2.5,3658.0,Reliance Digital,2 Days,2.0,False,False,False,False
men running shoes,Samsung men running shoes Model 561,22398.0,3.5,4897.0,Amazon,2 Days,2.0,True,False,False,False
men running shoes,Boat men running shoes Model 997,44964.0,3.6,802.0,Amazon,2 Days,2.0,False,False,False,False
air fryer India,LG air fryer India Model 348,24365.0,4.3,806.0,Reliance Digital,Free Delivery,,True,False,False,True
power bank fast charging,Puma power bank fast charging Model 235,44793.0,4.2,4777.0,Flipkart,5 Days,5.0,False,False,False,False
microwave oven convection,Sony microwave oven convection Model 224,5069.0,4.3,2597.0,Reliance Digital,2 Days,2.0,False,False,False,False
office chair ergonomic,Puma office chair ergonomic Model 226,14746.0,3.1,1199.0,Croma,2 Days,2.0,False,False,False,False
power bank fast charging,Nike power bank fast charging Model 262,19476.0,4.0,4865.0,Amazon,Free Delivery,,False,False,False,True
men running shoes,HP men running shoes Model 563,26629.0,3.8,371.0,Croma,Free Delivery,,False,False,False,True
office chair ergonomic,LG office chair ergonomic Model 315,25335.0,2.5,517.0,Amazon,Free Delivery,,True,False,False,True
microwave oven convection,Dell microwave oven convection Model 822,24180.5,2.8,4732.0,Croma,5 Days,5.0,True,False,False,False
power bank fast charging,Philips power bank fast charging Model 553 !!!,27396.0,4.6,1856.0,Flipkart,Free Delivery,,True,False,False,True
power bank fast charging,HP power bank fast charging Model 573 !!!,34168.0,4.3,1223.0,Flipkart,2 Days,2.0,False,False,False,False
microwave oven convection,Sony microwave oven convection Model 911,1095.0,3.5,2227.0,Reliance Digital,5 Days,5.0,False,False,False,False
microwave oven convection,Puma microwave oven convection Model 342,24507.0,2.7,389.0,Amazon,5 Days,5.0,False,False,False,False
microwave oven convection,Sony microwave oven convection Model 764,26390.0,4.1,1905.0,Croma,Free Delivery,,False,False,False,True
men running shoes,Boat men running shoes Model 978,42076.0,3.7,2971.0,Amazon,5 Days,5.0,False,True,False,False
microwave oven convection,Samsung microwave oven convection Model 210 !!!,11972.0,3.6,629.0,Flipkart,2 Days,2.0,False,False,False,False
microwave oven convection,HP microwave oven convection Model 133,3630.0,3.7,4648.0,Amazon,Free Delivery,,False,False,False,True
office chair ergonomic,Puma office chair ergonomic Model 837,13147.0,4.2,32.0,Croma,5 Days,5.0,False,False,False,False
air fryer India,Puma air fryer India Model 186,24365.0,3.8,1856.0,Flipkart,2 Days,2.0,True,False,False,False
microwave oven convection,Puma microwave oven convection Model 541,18499.0,3.4,2522.0,Reliance Digital,2 Days,2.0,False,False,False,False
power bank fast charging,Sony power bank fast charging Model 286,12239.0,3.7,4088.0,Croma,2 Days,2.0,False,False,False,False
power bank fast charging,Puma power bank fast charging Model 383 !!!,45126.0,3.0,3458.0,Amazon,2 Days,2.0,False,False,False,False
office chair ergonomic,Dell office chair ergonomic Model 133,5073.0,3.3,515.0,Reliance Digital,2 Days,2.0,False,False,False,False
power bank fast charging,HP power bank fast charging Model 103,9195.0,4.3,426.0,Amazon,5 Days,5.0,False,False,False,False
office chair ergonomic,LG office chair ergonomic Model 731,25335.0,3.0,3496.0,Amazon,Free Delivery,,True,False,False,True
microwave oven convection,Puma microwave oven convection Model 554,7198.0,4.8,4075.0,Amazon,5 Days,5.0,False,False,False,False
power bank fast charging,Puma power bank fast charging Model 535,42894.0,4.0,387.0,Flipkart,Free Delivery,,False,False,False,True
air fryer India,Puma air fryer India Model 114,19237.0,4.2,2847.0,Croma,Free Delivery,,False,False,False,True
office chair ergonomic,LG office chair ergonomic Model 168,229430.0,3.2,2872.0,Flipkart,2 Days,2.0,False,False,False,False
office chair ergonomic,Nike office chair ergonomic Model 171,48035.0,4.6,4068.0,Flipkart,Free Delivery,,False,False,False,True
microwave oven convection,Puma microwave oven convection Model 226,45427.0,3.8,3127.0,Flipkart,Free Delivery,,False,True,False,True
power bank fast charging,Sony power bank fast charging Model 726,2163.0,3.5,1528.0,Reliance Digital,Free Delivery,,False,False,False,True
office chair ergonomic,Boat office chair ergonomic Model 626,21070.0,3.5,2232.0,Amazon,5 Days,5.0,False,False,False,False
microwave oven convection,HP microwave oven convection Model 277 !!!,36657.0,4.7,4480.0,Croma,Free Delivery,,False,False,False,True
air fryer India,HP air fryer India Model 527,38330.0,3.3,1963.0,Flipkart,Free Delivery,,False,False,False,True
men running shoes,Boat men running shoes Model 948 !!!,10068.0,4.5,3869.0,Reliance Digital,2 Days,2.0,False,False,False,False
power bank fast charging,LG power bank fast charging Model 896,47595.0,4.1,2583.0,Reliance Digital,Free Delivery,,False,False,False,True
air fryer India,LG air fryer India Model 404,24365.0,3.4,4079.0,Amazon,5 Days,5.0,True,False,False,False
office chair ergonomic,Dell office chair ergonomic Model 164,45070.0,4.1,2690.0,Flipkart,2 Days,2.0,False,False,False,False
air fryer India,Nike air fryer India Model 194,31793.0,3.8,2201.0,Amazon,5 Days,5.0,False,True,False,False
microwave oven convection,Boat microwave oven convection Model 173,47111.0,3.6,2074.0,Reliance Digital,Free Delivery,,False,False,False,True
microwave oven convection,Samsung microwave oven convection Model 145,44221.0,4.5,4997.0,Croma,5 Days,5.0,False,False,False,False
microwave oven convection,Puma microwave oven convection Model 321,28313.0,3.5,4186.0,Reliance Digital,Free Delivery,,False,False,False,True
air fryer India,LG air fryer India Model 163,22657.0,3.8,3631.0,Croma,5 Days,5.0,False,False,False,False
microwave oven convection,Philips microwave oven convection Model 889,861.0,5.0,1382.0,Amazon,2 Days,2.0,False,False,False,False
power bank fast charging,Nike power bank fast charging Model 172,27396.0,3.0,263.0,Croma,2 Days,2.0,True,False,False,False
power bank fast charging,Philips power bank fast charging Model 541,46064.0,4.9,3147.0,Reliance Digital,Free Delivery,,False,False,False,True
air fryer India,Philips air fryer India Model 594 !!!,41057.0,3.6,3166.0,Reliance Digital,2 Days,2.0,False,False,False,False
office chair ergonomic,HP office chair ergonomic Model 891,42516.0,4.6,2855.0,Croma,Free Delivery,,False,False,False,True
office chair ergonomic,HP office chair ergonomic Model 552,46946.0,2.7,3568.0,Flipkart,2 Days,2.0,False,False,False,False
microwave oven convection,Nike microwave oven convection Model 509 !!!,8160.0,3.8,4917.0,Reliance Digital,Free Delivery,,False,True,False,True
microwave oven convection,Sony microwave oven convection Model 163,30641.0,4.0,3963.0,Flipkart,Free Delivery,,False,False,False,True
men running shoes,Samsung men running shoes Model 605,40321.0,3.9,2672.0,Croma,5 Days,5.0,False,False,False,False
office chair ergonomic,Samsung office chair ergonomic Model 229 !!!,25335.0,2.7,439.0,Amazon,2 Days,2.0,True,False,False,False
air fryer India,Puma air fryer India Model 553,41567.0,4.5,2251.0,Amazon,Free Delivery,,False,False,False,True
power bank fast charging,Puma power bank fast charging Model 990,27357.0,3.7,1960.0,Croma,5 Days,5.0,False,False,False,False
office chair ergonomic,Boat office chair ergonomic Model 178,5007.0,4.5,543.0,Amazon,2 Days,2.0,False,False,False,False
power bank fast charging,LG power bank fast charging Model 658,19178.0,4.9,4495.0,Reliance Digital,2 Days,2.0,False,False,False,False
microwave oven convection,Nike microwave oven convection Model 392,18929.0,3.7,4407.0,Amazon,Free Delivery,,False,False,False,True
air fryer India,HP air fryer India Model 426,22209.0,3.8,1544.0,Reliance Digital,Free Delivery,,False,True,False,True
office chair ergonomic,Dell office chair ergonomic Model 777,11887.0,2.7,153.0,Flipkart,2 Days,2.0,False,False,False,False
office chair ergonomic,Philips office chair ergonomic Model 798,25335.0,3.6,2272.0,Flipkart,5 Days,5.0,True,False,True,False
air fryer India,Nike air fryer India Model 948,17183.0,2.7,130.0,Croma,2 Days,2.0,False,False,False,False
microwave oven convection,HP microwave oven convection Model 218,1280.0,3.8,4982.0,Flipkart,Free Delivery,,False,True,False,True
microwave oven convection,Philips microwave oven convection Model 209,27815.0,3.2,4406.0,Reliance Digital,5 Days,5.0,False,False,False,False
men running shoes,Puma men running shoes Model 923,49220.0,2.8,3066.0,Flipkart,5 Days,5.0,False,False,False,False
air fryer India,Boat air fryer India Model 706,24365.0,2.8,750.0,Reliance Digital,Free Delivery,,True,False,False,True
power bank fast charging,LG power bank fast charging Model 398,4006.0,3.9,3536.0,Reliance Digital,Free Delivery,,False,False,False,True
air fryer India,Philips air fryer India Model 348,14376.0,4.6,2307.0,Croma,5 Days,5.0,False,False,False,False
men running shoes,Sony men running shoes Model 458,7058.0,3.1,516.0,Reliance Digital,2 Days,2.0,False,False,False,False
power bank fast charging,Dell power bank fast charging Model 451,27396.0,3.4,3942.0,Croma,2 Days,2.0,True,False,False,False
microwave oven convection,Sony microwave oven convection Model 143,27040.0,3.5,3942.0,Reliance Digital,5 Days,5.0,False,False,False,False
power bank fast charging,LG power bank fast charging Model 902,36998.0,5.0,2677.0,Reliance Digital,Free Delivery,,False,False,False,True
office chair ergonomic,HP office chair ergonomic Model 168,20097.0,3.5,2880.0,Croma,2 Days,2.0,False,False,False,False
power bank fast charging,Dell power bank fast charging Model 817,8299.0,3.7,2354.5,Flipkart,5 Days,5.0,False,False,True,False
microwave oven convection,Samsung microwave oven convection Model 436,38648.0,4.2,2095.0,Croma,2 Days,2.0,False,False,False,False
air fryer India,LG air fryer India Model 921,16964.0,2.7,4354.0,Reliance Digital,2 Days,2.0,False,False,False,False
air fryer India,LG air fryer India Model 351,24365.0,4.1,3041.0,Amazon,2 Days,2.0,True,False,False,False
men running shoes,Sony men running shoes Model 584,22398.0,4.1,411.0,Croma,5 Days,5.0,True,False,False,False
microwave oven convection,Nike microwave oven convection Model 675,2014.0,3.7,1428.0,Reliance Digital,5 Days,5.0,False,False,False,False
air fryer India,Dell air fryer India Model 399,3266.0,3.2,3596.0,Amazon,Free Delivery,,False,False,False,True
office chair ergonomic,Puma office chair ergonomic Model 305 !!!,15697.0,3.7,1940.0,Flipkart,2 Days,2.0,False,False,False,False
air fryer India,Sony air fryer India Model 459,24365.0,3.8,3674.0,Reliance Digital,5 Days,5.0,True,True,False,False
microwave oven convection,Sony microwave oven convection Model 852,4773.0,4.5,3005.0,Croma,2 Days,2.0,False,False,False,False
microwave oven convection,Sony microwave oven convection Model 440 !!!,4334.0,2.5,2041.0,Flipkart,5 Days,5.0,False,False,False,False
air fryer India,Nike air fryer India Model 186,21352.0,3.3,2849.0,Croma,5 Days,5.0,False,False,False,False
men running shoes,Dell men running shoes Model 200,31794.0,4.0,354.0,Amazon,2 Days,2.0,False,False,False,False
power bank fast charging,HP power bank fast charging Model 577,38962.0,2.9,99.0,Croma,2 Days,2.0,False,False,False,False
power bank fast charging,Dell power bank fast charging Model 966,28133.0,4.4,2950.0,Flipkart,Free Delivery,,False,False,False,True
office chair ergonomic,Philips office chair ergonomic Model 470,37042.0,4.9,4107.0,Flipkart,2 Days,2.0,False,False,False,False
power bank fast charging,Philips power bank fast charging Model 136,114690.0,3.4,2456.0,Reliance Digital,Free Delivery,,False,False,False,True
men running shoes,Boat men running shoes Model 839,2510.0,2.5,3356.0,Croma,2 Days,2.0,False,False,False,False
power bank fast charging,Samsung power bank fast charging Model 918,41601.0,2.9,2072.0,Croma,2 Days,2.0,False,False,False,False
microwave oven convection,Dell microwave oven convection Model 663,5712.0,4.2,1139.0,Amazon,5 Days,5.0,False,False,False,False
air fryer India,Nike air fryer India Model 610,39140.0,2.9,3032.0,Amazon,Free Delivery,,False,False,False,True
men running shoes,Nike men running shoes Model 799,5743.0,3.8,1695.0,Flipkart,5 Days,5.0,False,False,False,False
office chair ergonomic,Boat office chair ergonomic Model 649,25335.0,4.4,4972.0,Reliance Digital,5 Days,5.0,True,False,False,False
men running shoes,Sony men running shoes Model 547,2086.0,4.6,2882.0,Croma,2 Days,2.0,False,False,False,False
air fryer India,Samsung air fryer India Model 355 !!!,43541.0,3.3,2088.0,Amazon,5 Days,5.0,False,False,False,False
office chair ergonomic,Nike office chair ergonomic Model 983,2556.0,3.3,951.0,Flipkart,Free Delivery,,False,False,False,True
office chair ergonomic,Sony office chair ergonomic Model 422,40011.0,3.9,108.0,Reliance Digital,Free Delivery,,False,False,False,True
office chair ergonomic,LG office chair ergonomic Model 829 !!!,48584.0,3.1,1055.0,Reliance Digital,2 Days,2.0,False,False,False,False
power bank fast charging,HP power bank fast charging Model 549,35974.0,4.0,3831.0,Amazon,5 Days,5.0,False,False,False,False
men running shoes,Philips men running shoes Model 919,3772.0,3.7,1377.0,Croma,2 Days,2.0,False,True,False,False
air fryer India,Sony air fryer India Model 331,12621.0,3.0,2262.0,Flipkart,Free Delivery,,False,False,False,True
power bank fast charging,LG power bank fast charging Model 220 !!!,39474.0,3.1,1988.0,Reliance Digital,Free Delivery,,False,False,False,True
